SO2,CO,NO,NO2,PM10,NOX,O3,"PM2,5",SH2,vmax,vv,dv,dmax,pres,hr,ts,pres_nmar,tamin,ta,tamax,tpr,inso,tss5cm,timestamp
4.0975,0.1,1.5375,6.9275,1.4325,9.3275,66.6525,1.685,6.465000000000001,12.0,6.0,312.0,324.0,987.0,59.0,2.5,1018.3,3.4,3.6,3.6,-3.6,0.0,5.2,2022-01-06 02:00:00
4.11,0.1,1.3175,6.2525,1.0,8.307500000000001,68.55499999999999,1.865,5.835,11.5,5.8,320.0,328.0,987.2,53.0,2.4,1018.5,3.4,3.5,3.6,-5.1,0.0,5.0,2022-01-06 03:00:00
4.0625,0.1,1.16,6.0025,1.0,7.8125,69.3175,3.0425,5.83125,11.3,6.3,328.0,330.0,987.3,51.0,2.1,1018.6,3.2,3.4,3.5,-5.7,0.0,4.7,2022-01-06 04:00:00
4.0175,0.105,1.5125,7.1,1.0,9.455,68.0775,2.62,5.8825,11.7,6.7,324.0,336.0,987.7,52.0,1.9,1019.1,3.1,3.1,3.4,-5.7,0.0,4.5,2022-01-06 05:00:00
4.045,0.1,1.9425,9.2375,1.005,12.265,66.5825,3.4975,5.91875,11.6,6.3,322.0,323.0,988.3,53.0,1.7,1019.7,2.7,2.9,3.1,-5.7,0.0,4.3,2022-01-06 06:00:00
4.0625,0.1,2.2775,10.4425,2.61,14.0,63.462500000000006,3.74,4.805,10.5,4.9,318.0,335.0,988.9,56.0,1.4,1020.4,2.4,2.4,2.9,-5.4,0.0,4.1,2022-01-06 07:00:00
4.57,0.1,3.0275,12.425,4.4125,17.15,61.370000000000005,3.5525,6.39,10.4,4.7,321.0,324.0,989.4,55.0,1.4,1020.9,2.4,2.5,2.6,-5.7,0.0,4.0,2022-01-06 08:00:00
5.922499999999999,0.1,3.8625,12.675,7.175,18.6975,63.0425,3.7525,5.99625,9.1,5.3,313.0,306.0,989.7,50.0,2.5,1021.1,2.5,3.7,3.7,-5.7,51.0,3.9,2022-01-06 09:00:00
5.44,0.105,4.9350000000000005,12.545,7.795,20.24,66.6925,3.43,3.3912500000000003,14.2,8.0,320.0,327.0,990.2,47.0,3.8,1021.5,3.7,4.7,4.7,-5.7,60.0,4.0,2022-01-06 10:00:00
5.1850000000000005,0.1,4.8775,12.6375,10.4425,20.245,69.895,3.295,2.7425,14.6,7.3,325.0,298.0,990.2,40.0,5.4,1021.3,4.7,5.9,6.0,-6.7,60.0,4.4,2022-01-06 11:00:00
5.19,0.1,4.890000000000001,12.23,11.41,19.8575,71.6,2.745,3.03,16.1,8.8,320.0,313.0,989.9,38.0,6.4,1020.9,5.9,6.6,6.6,-6.7,60.0,5.0,2022-01-06 12:00:00
5.9875,0.105,4.327500000000001,11.7825,8.4725,18.535,72.72749999999999,2.08,3.35375,16.4,8.5,325.0,334.0,989.4,37.0,7.1,1020.4,6.5,7.2,7.2,-6.4,60.0,5.7,2022-01-06 13:00:00
6.865,0.1025,3.2425,10.3725,9.105,15.4275,74.5575,3.1125,3.4775,14.7,7.6,317.0,317.0,988.9,37.0,7.7,1019.8,7.2,7.9,7.9,-6.0,60.0,6.2,2022-01-06 14:00:00
6.7875,0.1175,3.1025,11.9675,10.9875,16.8075,73.23,2.6975,4.05875,15.2,6.9,321.0,307.0,988.9,36.0,7.5,1019.8,7.8,8.0,8.1,-6.0,60.0,6.5,2022-01-06 15:00:00
6.2625,0.16,5.155,18.012500000000003,15.13,26.0525,65.495,2.895,4.62875,11.7,5.8,310.0,323.0,989.0,40.0,6.0,1019.9,7.5,7.5,8.1,-5.4,55.0,6.5,2022-01-06 16:00:00
5.35,0.165,5.08,20.6275,11.845,28.5575,60.8175,3.7025,5.63875,11.0,5.0,312.0,323.0,989.5,44.0,5.0,1020.6,6.4,6.4,7.5,-5.1,0.0,6.2,2022-01-06 17:00:00
6.0575,0.1675,6.07,22.9175,8.0375,32.3875,56.685,4.675,6.085,10.6,4.0,296.0,303.0,990.3,48.0,4.5,1021.4,5.8,5.8,6.4,-4.5,0.0,5.8,2022-01-06 18:00:00
4.6175,0.1775,5.9,26.31,6.8925,35.52,50.8375,3.62,6.41,8.3,3.1,291.0,307.0,990.6,52.0,4.0,1021.8,5.4,5.4,5.8,-3.6,0.0,5.5,2022-01-06 19:00:00
4.345,0.1775,5.43,22.0025,6.855,30.477500000000003,50.56,4.2125,4.95,7.3,3.9,290.0,286.0,991.0,58.0,3.8,1022.2,4.9,5.0,5.4,-2.5,0.0,5.3,2022-01-06 20:00:00
4.5825,0.155,2.89,14.2275,9.905,18.7425,57.9125,4.3425,5.25,10.8,6.2,295.0,286.0,991.0,59.0,4.1,1022.2,4.8,5.2,5.2,-2.2,0.0,5.1,2022-01-06 21:00:00
4.4375,0.1475,2.48,12.5,11.975,16.365000000000002,60.295,4.85,5.2275,11.9,5.2,305.0,284.0,991.1,60.0,3.9,1022.4,4.9,4.9,5.3,-2.2,0.0,5.0,2022-01-06 22:00:00
4.47,0.1425,2.0975,11.155,12.185,14.425,59.535,3.355,5.0175,10.7,4.5,304.0,332.0,991.2,62.0,3.7,1022.5,4.7,4.7,4.9,-2.0,0.0,4.9,2022-01-06 23:00:00
4.4775,0.125,1.5475,8.7025,10.9525,11.12,62.5125,3.635,4.7825,11.5,5.0,303.0,299.0,991.0,61.0,4.0,1022.2,4.8,5.1,5.1,-1.7,0.0,4.8,2022-01-07 00:00:00
4.395,0.1225,1.4875,9.03,10.6675,11.3475,58.025,4.48,4.42875,14.3,5.8,304.0,306.0,991.4,61.0,4.5,1022.6,5.0,5.5,5.6,-1.4,0.0,4.8,2022-01-07 01:00:00
4.5375,0.135,2.9925,11.9875,9.9475,16.655,52.715,4.0775,4.425,10.8,4.4,296.0,298.0,991.7,64.0,4.6,1022.9,5.4,5.6,5.6,-0.7,0.0,4.9,2022-01-07 02:00:00
4.47,0.135,1.3775,12.5075,12.815,14.655,51.9725,4.5200000000000005,4.1925,9.8,5.4,303.0,306.0,991.9,65.0,4.7,1023.0,5.6,6.1,6.1,0.0,0.0,4.8,2022-01-07 03:00:00
4.295,0.1425,2.5225,13.6925,15.145,17.6275,48.175,4.36,4.35125,8.6,3.6,322.0,293.0,991.7,69.0,4.2,1022.9,5.6,5.6,6.2,0.4,0.0,4.8,2022-01-07 04:00:00
4.422499999999999,0.15,3.26,14.195,15.6425,19.28,45.905,4.69,4.26875,10.4,5.4,301.0,298.0,991.6,69.0,5.2,1022.7,5.5,6.4,6.4,1.1,0.0,4.8,2022-01-07 05:00:00
4.5275,0.165,6.3950000000000005,19.52,17.427500000000002,29.5025,38.82,5.53,3.69125,10.6,4.6,282.0,304.0,992.4,70.0,5.4,1023.5,6.4,6.6,6.9,1.5,0.0,4.9,2022-01-07 06:00:00
4.5025,0.1775,8.3425,21.01,18.22,34.0225,38.6375,4.955,3.66125,10.5,4.7,302.0,284.0,992.7,72.0,5.1,1023.8,6.5,6.5,6.9,1.9,0.0,4.9,2022-01-07 07:00:00
4.4575,0.21,10.005,20.4675,17.677500000000002,36.075,38.84,5.88,3.63875,12.3,7.0,318.0,335.0,993.3,73.0,5.3,1024.4,6.4,6.5,6.8,2.1,0.0,4.9,2022-01-07 08:00:00
4.842499999999999,0.21,10.8875,20.2775,16.355,37.26,39.36,4.9225,3.62125,12.2,6.8,316.0,312.0,994.3,71.0,6.8,1025.3,6.5,7.8,7.8,2.9,33.0,5.0,2022-01-07 09:00:00
5.217499999999999,0.2,11.455,21.535,18.265,39.405,44.065,5.3525,3.57375,11.2,4.2,315.0,304.0,995.4,69.0,7.5,1026.4,7.7,8.5,8.6,3.0,28.0,5.4,2022-01-07 10:00:00
5.46,0.1825,7.97,18.1975,18.12,30.63,60.2325,4.34,3.815,11.5,7.1,316.0,318.0,995.7,62.0,10.0,1026.4,8.5,10.7,10.8,3.8,57.0,6.0,2022-01-07 11:00:00
5.965,0.17,6.56,16.7425,12.4125,26.9725,71.0075,2.7375,5.28875,15.7,8.6,314.0,320.0,995.0,55.0,11.0,1025.6,10.6,11.5,11.5,2.9,60.0,6.8,2022-01-07 12:00:00
4.655,0.1525,4.15,13.4525,2.79,19.925,80.55,2.795,5.83125,17.2,8.3,328.0,327.0,995.0,48.0,11.5,1025.5,11.5,12.3,12.3,1.7,55.0,7.5,2022-01-07 13:00:00
4.5825,0.1525,4.5075,15.845,1.0,22.8775,77.83,3.275,5.29625,16.8,8.9,331.0,333.0,994.9,47.0,11.9,1025.4,11.8,12.5,12.5,1.5,51.0,7.9,2022-01-07 14:00:00
4.93,0.16,5.16,17.9125,1.38,25.965,72.2825,1.78,4.645,15.8,6.7,320.0,319.0,995.6,49.0,11.7,1026.2,12.0,12.1,12.6,1.7,60.0,8.2,2022-01-07 15:00:00
5.085,0.185,8.907499999999999,26.2425,8.84,40.1375,61.5575,2.4225,4.6825,14.2,6.7,326.0,329.0,996.4,61.0,9.0,1027.2,10.1,10.1,12.1,2.9,38.0,8.2,2022-01-07 16:00:00
6.005,0.195,7.8525,28.06,14.8075,40.3075,58.16,2.6725,4.39625,12.5,5.9,318.0,326.0,996.9,66.0,8.1,1027.8,9.1,9.1,10.0,3.0,0.0,8.0,2022-01-07 17:00:00
6.19,0.215,9.9625,31.375000000000004,17.3275,46.915,51.0675,4.0600000000000005,4.31875,9.1,4.5,324.0,302.0,997.4,68.0,7.1,1028.4,8.3,8.3,9.0,2.7,0.0,7.6,2022-01-07 18:00:00
5.1575,0.2,8.469999999999999,29.4425,16.3375,42.655,52.5125,4.25,6.22125,9.9,5.1,313.0,316.0,997.7,68.0,7.0,1028.8,8.0,8.2,8.4,2.7,0.0,7.3,2022-01-07 19:00:00
5.125,0.225,6.905,30.9275,15.2475,41.7,46.3325,3.7675,5.75875,8.8,3.7,316.0,314.0,998.2,69.0,6.3,1029.4,7.5,7.6,8.2,2.3,0.0,7.0,2022-01-07 20:00:00
4.5375,0.2275,6.8875,36.7225,12.0825,47.4675,35.9775,3.93,5.78875,7.3,1.0,258.0,294.0,998.7,71.0,5.4,1030.0,6.8,6.8,7.6,1.9,0.0,6.7,2022-01-07 21:00:00
4.172499999999999,0.1975,5.395,29.4475,12.5025,37.8625,41.18,5.4325,6.086250000000001,4.1,1.9,319.0,313.0,998.4,73.0,4.9,1029.7,6.4,6.5,6.8,2.1,0.0,6.4,2022-01-07 22:00:00
4.325,0.2175,7.7725,29.4475,14.93,41.5675,39.405,5.975,5.575,4.2,1.9,316.0,305.0,998.4,72.0,4.7,1029.7,6.0,6.3,6.5,1.7,0.0,6.1,2022-01-07 23:00:00
4.0625,0.18,2.5425,19.455,11.52,23.4175,43.7525,7.1850000000000005,5.11375,6.7,1.3,303.0,271.0,998.1,69.0,4.9,1029.3,6.2,6.8,7.5,1.5,0.0,5.9,2022-01-08 00:00:00
4.0425,0.16,2.9475,15.245,6.5575,19.8475,49.295,6.8925,4.62375,2.2,1.0,350.0,270.0,997.6,71.0,4.3,1028.9,5.9,5.9,6.8,1.1,0.0,5.8,2022-01-08 01:00:00
4.3225,0.1425,3.0,14.615,5.6975,19.295,51.315,5.452500000000001,3.79625,4.3,1.5,325.0,310.0,997.8,72.0,4.9,1029.1,5.9,6.0,6.3,1.3,0.0,5.7,2022-01-08 02:00:00
4.165,0.14,2.0975,14.9825,4.4525,18.26,50.48,4.275,3.5025,3.0,1.0,314.0,272.0,997.1,74.0,3.8,1028.5,5.0,5.0,6.0,0.9,0.0,5.6,2022-01-08 03:00:00
4.335,0.135,4.470000000000001,19.57,2.6775,26.54,48.365,3.285,3.46,1.9,0.6,321.0,325.0,997.0,76.0,2.6,1028.6,3.7,3.8,5.0,0.0,0.0,5.4,2022-01-08 04:00:00
4.2025,0.1325,3.6575,20.385,1.9475,26.0925,48.87,3.2425,3.04625,3.0,1.2,288.0,287.0,996.9,70.0,2.5,1028.4,3.5,4.7,4.7,-0.3,0.0,5.1,2022-01-08 05:00:00
4.0075,0.1275,4.595,25.28,1.0,32.447500000000005,44.2425,3.02,2.59125,5.2,2.1,233.0,269.0,996.8,67.0,3.2,1028.2,4.7,4.8,5.9,-0.7,0.0,4.9,2022-01-08 06:00:00
4.1975,0.1475,8.6775,31.015,1.0,44.555,36.7375,4.055,2.74625,4.2,1.7,280.0,235.0,997.0,65.0,3.0,1028.4,4.6,5.2,5.2,-1.0,0.0,4.7,2022-01-08 07:00:00
4.28,0.165,6.7575,25.035,1.0,35.5825,39.335,4.42,5.3012500000000005,5.7,1.2,300.0,249.0,997.3,68.0,2.9,1028.8,4.4,4.4,5.1,-1.0,0.0,4.6,2022-01-08 08:00:00
5.925,0.2,10.4625,28.19,1.8475,44.5125,38.875,3.43,2.79,5.8,1.6,311.0,276.0,997.2,64.0,4.3,1028.5,4.2,6.1,6.1,-0.3,52.0,4.5,2022-01-08 09:00:00
6.859999999999999,0.2075,9.8475,23.7975,8.7275,39.1575,46.31,3.19,5.30375,7.9,3.5,291.0,271.0,997.5,47.0,7.3,1028.4,6.2,9.9,9.9,-1.0,60.0,4.7,2022-01-08 10:00:00
6.305,0.1975,10.335,24.0725,13.78,40.195,51.1325,3.62,2.52625,7.0,3.0,300.0,282.0,997.1,52.0,9.1,1028.0,9.3,10.0,10.3,0.6,60.0,5.3,2022-01-08 11:00:00
5.4725,0.19,7.8525,21.3475,12.8275,33.6,56.2225,3.7675,3.56375,7.2,2.5,324.0,279.0,996.0,50.0,10.2,1026.7,10.1,10.9,11.2,0.9,60.0,6.2,2022-01-08 12:00:00
5.7575,0.195,6.46,21.335,6.795,31.41,62.775,3.6025,3.43875,9.0,4.6,313.0,305.0,994.8,43.0,11.4,1025.4,10.9,12.1,12.5,0.0,60.0,7.1,2022-01-08 13:00:00
4.73,0.1525,5.1875,18.1175,3.655,26.2125,71.8825,4.3575,3.76625,9.3,4.1,272.0,285.0,993.5,39.0,12.6,1023.9,12.1,13.2,13.2,-0.5,59.0,7.8,2022-01-08 14:00:00
4.404999999999999,0.1425,4.7675,22.7125,1.0,30.1525,67.3,3.355,5.72125,9.1,3.6,312.0,275.0,992.7,40.0,11.0,1023.2,12.3,12.3,13.5,-1.0,47.0,8.2,2022-01-08 15:00:00
4.665,0.21,11.865,49.2775,1.995,67.785,42.735,2.4575,3.5625,5.9,1.5,314.0,7.0,991.9,44.0,9.3,1022.4,11.9,11.9,13.0,0.0,52.0,8.2,2022-01-08 16:00:00
4.745,0.2675,12.1175,65.7375,8.7075,84.6375,20.505,2.7075,3.01125,3.6,0.7,261.0,19.0,991.4,53.0,6.5,1022.1,9.5,9.5,11.9,0.4,0.0,7.8,2022-01-08 17:00:00
8.1475,0.2875,27.325,67.1875,21.5825,109.81,15.2225,4.7575,2.7725,4.5,1.4,329.0,244.0,991.1,57.0,6.1,1022.0,8.0,8.0,9.5,0.0,0.0,7.3,2022-01-08 18:00:00
5.56,0.265,19.1525,61.675,25.6775,91.555,15.3025,7.205,2.72375,3.7,0.9,320.0,323.0,991.3,64.0,4.7,1022.4,6.6,6.6,8.0,0.2,0.0,6.9,2022-01-08 19:00:00
4.8675,0.285,18.265,56.1875,22.3925,84.685,15.555,9.8775,2.71375,5.4,2.6,287.0,304.0,990.5,57.0,5.9,1021.4,6.4,8.1,8.1,0.0,0.0,6.5,2022-01-08 20:00:00
4.8775,0.2625,10.1725,44.175,19.6575,60.045,20.1625,11.4525,3.06125,6.5,2.1,319.0,287.0,991.2,59.0,6.2,1022.1,7.9,7.9,8.4,0.4,0.0,6.3,2022-01-08 21:00:00
4.7625,0.1875,6.025,23.19,21.265,32.5875,43.2575,11.0,3.33375,6.8,2.6,287.0,297.0,990.9,59.0,7.0,1021.7,7.8,8.4,8.4,0.9,0.0,6.3,2022-01-08 22:00:00
4.615,0.1675,3.8325,22.4125,22.3925,28.395,41.4725,8.4,3.435,6.3,2.2,299.0,294.0,990.8,57.0,7.0,1021.6,8.4,8.5,8.5,0.4,0.0,6.3,2022-01-08 23:00:00
4.625,0.165,3.8525,27.8425,19.785,33.8525,36.0,3.6475,2.90625,5.1,1.7,258.0,261.0,989.6,58.0,6.2,1020.5,7.9,7.9,8.5,0.2,0.0,6.3,2022-01-09 00:00:00
4.655,0.165,3.615,20.6375,13.0525,26.2825,34.65,2.9575,2.52875,4.0,1.3,320.0,324.0,989.5,63.0,5.0,1020.4,6.7,7.1,7.9,0.4,0.0,6.1,2022-01-09 01:00:00
4.59,0.1825,5.875,25.18,10.675,34.345,30.0725,4.6,2.74875,5.6,2.9,298.0,281.0,989.3,60.0,6.1,1020.1,7.1,8.1,8.1,0.9,0.0,6.0,2022-01-09 02:00:00
4.525,0.17,2.9325,20.4625,9.2475,25.035,29.4775,5.595,2.8925,8.3,3.4,288.0,294.0,989.0,58.0,6.8,1019.8,8.1,8.6,8.6,0.9,0.0,6.0,2022-01-09 03:00:00
4.4025,0.175,3.3975,18.8525,10.6375,24.15,25.0475,5.7425,2.97375,8.5,1.7,295.0,288.0,988.9,64.0,6.7,1019.7,8.3,8.3,8.9,1.9,0.0,6.0,2022-01-09 04:00:00
4.4975000000000005,0.1725,3.5025,22.2175,13.2675,27.6825,19.0725,6.26,3.2025,4.6,2.3,308.0,301.0,989.1,66.0,6.2,1020.0,6.8,7.5,8.3,1.5,0.0,6.1,2022-01-09 05:00:00
4.415,0.1475,3.2625,22.4275,15.53,27.5225,37.370000000000005,6.245,2.87375,5.5,2.7,287.0,280.0,989.3,69.0,6.7,1020.1,7.6,8.0,8.1,2.7,0.0,6.1,2022-01-09 06:00:00
4.484999999999999,0.145,3.5875,20.9475,20.395,26.55,39.86,5.705,2.9925,5.9,3.1,294.0,299.0,989.2,72.0,6.7,1020.0,7.8,8.1,8.1,3.4,0.0,6.2,2022-01-09 07:00:00
4.515,0.155,3.5975,16.5925,24.2375,22.205,47.28,6.47,2.6025,5.4,2.2,299.0,298.0,989.7,78.0,6.7,1020.6,7.6,7.7,8.1,4.1,0.0,6.2,2022-01-09 08:00:00
4.715,0.1675,5.6575,19.18,23.555,28.0075,45.5725,4.58,2.665,6.2,2.5,280.0,288.0,989.5,81.0,7.0,1020.4,7.6,7.7,7.7,4.6,0.0,6.3,2022-01-09 09:00:00
4.6275,0.195,7.045,23.56,21.0625,34.5475,42.8575,4.305,2.76375,5.2,2.2,297.0,281.0,989.6,83.0,7.6,1020.4,7.7,8.2,8.2,5.5,0.0,6.5,2022-01-09 10:00:00
5.2525,0.2325,6.595,19.125,22.11,29.4125,48.49,3.65,2.6375,5.9,3.3,306.0,291.0,989.0,79.0,8.8,1019.6,8.2,9.5,9.5,6.1,5.0,6.8,2022-01-09 11:00:00
5.83,0.215,7.6275,19.8075,16.0175,31.7025,47.8225,2.975,2.6925,7.5,4.9,304.0,309.0,987.9,75.0,9.9,1018.4,9.5,10.2,10.2,5.9,14.0,7.4,2022-01-09 12:00:00
5.4375,0.2125,6.887499999999999,19.4975,11.42,30.2425,47.3225,3.3275,2.84375,7.8,3.8,310.0,304.0,987.0,74.0,10.8,1017.4,10.2,10.9,11.3,6.4,35.0,8.0,2022-01-09 13:00:00
6.325,0.205,6.7,21.6575,7.297499999999999,32.11,44.54,3.6725,2.89,7.3,3.5,303.0,296.0,986.6,72.0,10.4,1017.0,10.8,10.9,11.1,6.1,0.0,8.4,2022-01-09 14:00:00
5.779999999999999,0.1575,5.59,21.1925,4.7125,29.9075,44.1275,3.4125,2.7975,6.4,3.0,311.0,308.0,986.2,73.0,10.2,1016.6,10.9,11.0,11.0,6.4,0.0,8.5,2022-01-09 15:00:00
5.27,0.1625,5.5025,21.5275,1.0525,30.1125,45.290000000000006,2.65,3.06625,10.0,4.6,305.0,294.0,985.9,67.0,10.4,1016.2,11.0,11.8,11.8,5.9,0.0,8.6,2022-01-09 16:00:00
5.7525,0.17,6.3975,23.8575,1.0,33.8425,44.39,3.5825,2.7175,10.6,4.0,296.0,306.0,985.4,65.0,10.6,1015.6,11.8,12.1,12.2,5.8,0.0,8.5,2022-01-09 17:00:00
6.315,0.175,5.91,24.5275,1.0,33.7475,43.1575,3.955,3.19625,8.1,3.3,292.0,288.0,985.4,68.0,10.4,1015.7,11.8,11.8,12.1,6.1,0.0,8.5,2022-01-09 18:00:00
6.4,0.1825,7.5075,25.3475,1.5175,37.06,42.355,4.3575,2.7225,7.8,4.0,291.0,302.0,985.1,70.0,10.3,1015.4,11.7,11.8,11.9,6.5,0.0,8.4,2022-01-09 19:00:00
5.220000000000001,0.1875,5.5,20.02,7.2075,28.6025,43.02,3.4125,2.9,10.0,4.8,296.0,283.0,984.8,74.0,10.1,1015.1,11.5,11.5,11.8,7.0,0.0,8.4,2022-01-09 20:00:00
5.0075,0.1675,4.5175,15.5875,15.8975,22.635,45.56,3.4575,2.7825,9.6,5.0,297.0,304.0,984.6,79.0,10.2,1014.9,11.3,11.4,11.5,7.8,0.0,8.4,2022-01-09 21:00:00
4.8725000000000005,0.145,2.8925,10.9725,17.3875,15.485,48.86,2.19,2.49625,12.5,6.8,303.0,321.0,984.4,75.0,10.9,1014.6,11.4,12.3,12.3,8.0,0.0,8.4,2022-01-09 22:00:00
4.7475000000000005,0.13,1.485,8.477500000000001,16.4825,10.7925,51.115,2.2375000000000003,2.6925,16.1,8.4,309.0,318.0,983.6,70.0,11.8,1013.6,12.3,13.8,13.8,8.4,0.0,8.5,2022-01-09 23:00:00
4.63,0.1225,1.3425,7.125,14.265,9.22,51.69,1.0,3.0925,15.8,6.8,318.0,323.0,984.2,71.0,11.6,1014.2,13.5,13.5,14.1,8.4,0.0,8.6,2022-01-10 00:00:00
4.654999999999999,0.12,1.6825,7.4575,10.49,10.08,50.675,1.005,3.255,12.9,6.5,317.0,313.0,984.1,76.0,11.4,1014.2,13.1,13.1,13.5,8.9,0.0,8.7,2022-01-10 01:00:00
4.415,0.1225,1.115,7.8075,10.975,9.54,50.125,1.0475,3.10625,14.0,6.4,321.0,291.0,984.3,76.0,11.4,1014.4,13.0,13.1,13.3,8.9,0.0,8.7,2022-01-10 02:00:00
4.3625,0.1175,2.11,7.800000000000001,13.735,11.09,50.665,1.03,3.17,14.0,5.4,321.0,331.0,984.5,75.0,11.2,1014.6,12.8,13.2,13.2,8.9,0.0,8.8,2022-01-10 03:00:00
4.4325,0.12,3.0275,10.24,14.25,14.965,51.9425,1.0125,3.06,12.0,6.1,324.0,327.0,985.0,71.0,11.6,1015.0,13.2,13.7,13.7,8.5,0.0,8.8,2022-01-10 04:00:00
4.37,0.1175,3.8625,11.25,8.5125,17.2775,53.89,1.16,3.44375,14.8,6.9,314.0,326.0,985.0,68.0,12.3,1015.0,13.7,14.2,14.2,8.4,0.0,8.9,2022-01-10 05:00:00
4.355,0.1225,5.9475,14.74,3.6525,24.0125,51.5125,1.08,2.78375,15.9,9.0,317.0,310.0,984.9,67.0,12.7,1014.9,14.1,14.4,14.4,8.4,0.0,9.0,2022-01-10 06:00:00
4.452500000000001,0.1375,7.755,19.2775,1.6925,31.375,49.005,1.06,2.7725,16.3,8.2,319.0,326.0,985.5,67.0,12.8,1015.5,14.3,14.5,14.5,8.4,0.0,9.2,2022-01-10 07:00:00
4.7975,0.135,7.1875,17.6425,4.0275,28.8525,51.5325,1.45,2.63125,18.7,9.1,325.0,314.0,986.2,66.0,12.6,1016.2,14.3,14.3,14.5,8.0,0.0,9.3,2022-01-10 08:00:00
5.0925,0.1325,6.46,14.3125,3.8875,24.3925,55.475,1.54,2.5325,20.7,10.4,318.0,308.0,986.8,65.0,13.5,1016.8,14.3,15.0,15.0,8.5,18.0,9.5,2022-01-10 09:00:00
5.04,0.1325,7.65,15.615,2.91,27.55,53.705,1.045,2.94,22.2,10.3,317.0,309.0,987.6,62.0,14.5,1017.5,15.0,15.6,15.7,8.4,60.0,9.7,2022-01-10 10:00:00
4.5725,0.135,6.577500000000001,16.6,1.005,26.86,54.370000000000005,1.0,2.80375,19.2,10.3,311.0,301.0,988.3,60.0,15.6,1018.2,15.4,16.1,16.1,8.4,41.0,10.2,2022-01-10 11:00:00
5.05,0.135,7.295,18.4025,1.0,29.785,56.2575,1.0,3.1525,19.5,9.1,318.0,308.0,988.5,58.0,15.4,1018.4,16.1,16.1,17.1,7.8,36.0,10.9,2022-01-10 12:00:00
5.109999999999999,0.1525,7.377499999999999,19.5525,1.6075,31.065,55.5525,1.0425,2.79625,18.0,9.6,319.0,308.0,988.2,59.0,15.1,1018.1,15.9,15.9,16.1,7.8,2.0,11.2,2022-01-10 13:00:00
4.5725,0.15,8.63,18.94,1.145,32.3975,55.8225,1.5825,2.5375,21.0,10.0,318.0,312.0,988.3,61.0,15.4,1018.2,15.5,15.6,15.9,8.1,18.0,11.3,2022-01-10 14:00:00
4.5675,0.1325,6.085,16.03,2.4675,25.52,58.1775,1.4175,2.56375,19.0,10.1,326.0,329.0,987.8,57.0,15.8,1017.7,15.5,16.1,16.5,7.6,58.0,11.6,2022-01-10 15:00:00
4.555,0.1275,6.779999999999999,17.235,1.095,27.8125,56.6275,1.2575,2.57125,22.4,9.9,326.0,315.0,988.0,57.0,14.0,1018.0,15.1,15.3,16.1,6.8,50.0,11.6,2022-01-10 16:00:00
4.4325,0.1375,8.0525,20.3575,1.0,32.92,54.1725,1.2525,2.66875,20.9,8.5,331.0,317.0,988.3,61.0,12.9,1018.4,14.1,14.1,15.3,6.7,0.0,11.3,2022-01-10 17:00:00
4.4,0.1425,9.1025,23.2325,1.075,37.43,50.635,2.37,2.60875,16.0,7.4,328.0,312.0,989.5,63.0,11.9,1019.8,13.1,13.1,14.1,6.2,0.0,11.0,2022-01-10 18:00:00
4.6675,0.135,5.9025,15.3025,1.4675,24.5075,54.4025,2.895,2.65625,15.1,7.4,316.0,316.0,989.6,68.0,11.3,1019.9,12.4,12.4,13.1,6.7,0.0,10.6,2022-01-10 19:00:00
4.077500000000001,0.1275,4.0,13.7675,1.03,20.01,55.04,2.8975,2.90625,15.9,9.5,321.0,338.0,989.1,70.0,11.0,1019.5,12.0,12.0,12.4,6.7,0.0,10.3,2022-01-10 20:00:00
4.1125,0.13,4.0625,14.695,1.21,21.0325,52.6725,3.9725,2.82125,14.3,5.6,310.0,309.0,990.6,72.0,10.6,1021.0,11.7,11.7,12.1,6.8,0.0,10.1,2022-01-10 21:00:00
3.98,0.125,3.1975,11.8975,4.25,16.8825,53.2825,3.715,2.62625,12.0,6.6,315.0,309.0,990.8,74.0,10.2,1021.3,11.2,11.2,11.7,6.7,0.0,9.9,2022-01-10 22:00:00
3.98,0.1225,6.6775,15.665,4.19,26.08,54.635000000000005,4.415,2.4275,13.9,7.3,310.0,326.0,991.0,73.0,10.3,1021.5,11.2,11.3,11.3,6.7,0.0,9.7,2022-01-10 23:00:00
3.925,0.1225,1.6575,9.21,4.8025,11.795,55.5925,6.154999999999999,2.96375,15.2,8.3,321.0,325.0,991.2,74.0,10.3,1021.7,11.3,11.3,11.4,6.8,0.0,9.5,2022-01-11 00:00:00
3.89,0.1125,1.2225,7.752499999999999,4.4025,9.66,57.29,4.3825,3.03625,14.9,5.8,303.0,315.0,991.5,74.0,10.1,1022.0,11.2,11.2,11.4,6.7,0.0,9.4,2022-01-11 01:00:00
3.895,0.12,1.15,7.734999999999999,2.4225000000000003,9.5325,57.075,3.03,3.0925,10.5,4.3,296.0,312.0,991.6,77.0,9.8,1022.2,10.9,10.9,11.2,7.0,0.0,9.3,2022-01-11 02:00:00
3.957500000000001,0.1149999999999999,1.275,7.305,2.25,9.2925,58.235,2.91,2.725,12.2,6.9,311.0,306.0,991.4,74.0,10.0,1021.9,10.8,11.2,11.2,6.7,0.0,9.2,2022-01-11 03:00:00
3.8875,0.1225,2.5325,9.4675,2.99,13.415,56.125,3.8925,2.78625,12.7,6.6,313.0,324.0,991.2,75.0,9.9,1021.7,11.0,11.0,11.2,6.7,0.0,9.1,2022-01-11 04:00:00
