SO2,CO,NO,NO2,PM10,NOX,O3,"PM2,5",SH2,vmax,vv,dv,dmax,pres,hr,ts,pres_nmar,tamin,ta,tamax,tpr,inso,tss5cm,timestamp
2.455,0.12,3.1075,10.5125,15.78,15.3625,74.465,1.6075,2.7875,9.5,3.8,327.0,319.0,986.8,70.0,4.0,1018.1,3.5,3.5,4.1,-1.4,0.0,8.7,2022-04-01 23:00:00
2.3675,0.1149999999999999,2.5075,8.01,11.98,11.9225,83.045,1.0,2.3175,11.6,6.2,322.0,327.0,986.9,69.0,3.9,1018.2,3.4,3.7,3.8,-1.4,0.0,8.2,2022-04-02 00:00:00
2.5,0.1175,2.44,7.4225,9.0075,11.2275,85.7175,1.4825,2.53375,14.1,6.6,314.0,315.0,986.5,70.0,4.0,1017.8,3.5,3.5,3.8,-1.4,0.0,8.0,2022-04-02 01:00:00
2.49,0.1125,2.9475,7.975,6.8075,12.5675,80.42750000000001,2.385,2.38125,10.5,4.9,316.0,312.0,986.5,71.0,3.6,1017.8,3.1,3.3,3.5,-1.4,0.0,7.7,2022-04-02 02:00:00
2.3525,0.1125,3.255,8.8675,6.9475,13.94,84.125,1.99,2.3525,12.9,7.8,307.0,313.0,986.2,72.0,3.2,1017.5,3.1,3.1,3.6,-1.4,0.0,7.4,2022-04-02 03:00:00
2.37,0.11,5.885,10.625,4.6075,19.8025,82.14500000000001,3.1275,2.435,12.1,6.4,309.0,311.0,986.7,74.0,2.9,1018.1,2.8,2.8,3.1,-1.4,0.0,7.1,2022-04-02 04:00:00
2.575,0.1149999999999999,3.7675,12.7125,3.5275,18.5875,75.0275,2.3325,2.44,13.6,5.4,310.0,308.0,986.7,75.0,2.8,1018.1,2.7,2.7,2.9,-1.2,0.0,6.9,2022-04-02 05:00:00
2.4825,0.1149999999999999,4.7825,14.5225,4.2975,21.985,73.15,3.4,2.46,9.3,4.5,307.0,305.0,987.0,68.0,3.1,1018.3,2.7,3.2,3.2,-2.2,0.0,6.7,2022-04-02 06:00:00
2.5325,0.1325,5.0325,12.08,4.55,19.9325,80.2675,4.234999999999999,2.41625,12.7,7.8,320.0,330.0,987.6,61.0,4.5,1018.8,3.2,4.4,4.4,-2.5,0.0,6.6,2022-04-02 07:00:00
2.645,0.1175,5.5600000000000005,12.7,3.8375,21.375,81.905,3.43,2.57375,14.7,7.3,313.0,302.0,987.8,57.0,5.7,1018.9,4.3,5.5,5.5,-2.5,54.0,6.8,2022-04-02 08:00:00
2.5475000000000003,0.1149999999999999,6.3175,12.985,4.12,22.84,84.315,1.1375000000000002,2.6125,21.6,9.2,328.0,312.0,987.9,53.0,7.1,1018.9,5.3,6.2,6.4,-2.7,57.0,7.3,2022-04-02 09:00:00
2.865,0.12,5.5775,11.765,3.5275,20.46,88.06,1.5225,2.63,19.2,8.6,332.0,313.0,987.8,48.0,9.2,1018.7,6.2,7.5,7.5,-2.7,55.0,8.0,2022-04-02 10:00:00
2.645,0.1125,6.465,12.5925,6.3775,22.675,88.8025,2.3125,2.705,19.2,10.0,336.0,343.0,987.0,42.0,10.6,1017.8,7.5,8.3,8.4,-3.9,59.0,9.0,2022-04-02 11:00:00
2.555,0.11,6.3075,12.4425,10.465,22.2775,93.42,5.8225,2.6875,19.2,11.2,342.0,348.0,986.7,32.0,11.7,1017.4,8.3,9.0,9.3,-6.7,60.0,10.1,2022-04-02 12:00:00
2.6025,0.1075,4.43,10.1275,13.2625,17.04,98.0625,7.7425,2.55125,20.5,11.0,336.0,321.0,986.7,27.0,12.4,1017.3,9.0,9.5,10.0,-8.6,60.0,11.1,2022-04-02 13:00:00
2.6725000000000003,0.1025,4.465,10.1125,16.5475,17.08,98.55,6.9675,2.6125,19.5,9.5,328.0,312.0,986.8,28.0,13.4,1017.4,9.4,10.1,10.3,-7.5,59.0,11.8,2022-04-02 14:00:00
2.715,0.1025,4.655,11.2375,18.8925,18.495,97.9475,6.9,2.495,19.7,8.6,330.0,320.0,986.3,25.0,13.5,1016.8,9.8,10.2,10.6,-9.0,60.0,12.4,2022-04-02 15:00:00
2.635,0.1,4.705,11.552499999999998,16.77,18.895,96.1425,7.25,2.29625,18.7,8.0,332.0,345.0,986.7,23.0,12.9,1017.3,9.9,10.2,10.5,-9.9,60.0,12.6,2022-04-02 16:00:00
2.7075,0.1,4.765,12.9775,11.755,20.4075,94.1775,5.53,2.4725,18.0,9.0,335.0,309.0,987.0,22.0,11.2,1017.6,9.5,9.5,10.3,-11.2,60.0,12.4,2022-04-02 17:00:00
2.665,0.1025,4.592499999999999,16.1425,5.7625,23.3025,89.60499999999999,4.8825,2.48875,17.6,7.7,336.0,350.0,987.2,27.0,8.7,1018.0,8.3,8.3,9.6,-9.4,53.0,11.8,2022-04-02 18:00:00
3.005,0.1175,5.965,19.0,2.7775,28.3075,81.2575,4.91,2.4937500000000004,14.0,7.3,324.0,327.0,987.5,38.0,6.7,1018.5,6.6,6.6,8.3,-6.7,0.0,10.9,2022-04-02 19:00:00
2.91,0.1125,4.57,15.6225,2.6,22.7525,84.005,5.452500000000001,2.6300000000000003,12.4,6.1,320.0,320.0,988.0,46.0,5.8,1019.1,5.7,5.7,6.6,-5.1,0.0,10.0,2022-04-02 20:00:00
2.6375,0.1125,3.8175,12.505,4.0625,18.46,84.305,4.07,2.88375,12.7,6.2,315.0,317.0,988.3,52.0,5.0,1019.5,4.8,4.8,5.7,-4.2,0.0,9.3,2022-04-02 21:00:00
2.685,0.1225,4.3825,12.25,5.7875,19.0875,82.0675,3.6725,2.70875,11.7,6.5,313.0,320.0,988.2,59.0,4.5,1019.4,4.4,4.4,4.8,-3.0,0.0,8.7,2022-04-02 22:00:00
2.515,0.1149999999999999,3.05,9.7475,4.6925,14.51,80.64,5.0025,2.6625,13.7,7.0,315.0,312.0,987.7,64.0,4.0,1019.0,3.8,3.8,4.4,-2.5,0.0,8.2,2022-04-02 23:00:00
2.72,0.1275,2.6075,9.7175,3.9325,13.7775,74.48,6.565,2.84,13.7,6.6,313.0,303.0,987.5,65.0,3.6,1018.8,3.6,3.6,3.8,-2.5,0.0,7.8,2022-04-03 00:00:00
2.685,0.1325,2.84,9.365,5.2225,13.8,74.0975,5.195,2.95375,12.3,5.9,307.0,299.0,987.4,67.0,3.2,1018.7,3.2,3.2,3.6,-2.5,0.0,7.4,2022-04-03 01:00:00
2.4725,0.14,2.74,8.5375,7.175,12.8175,77.12,5.1875,2.845,11.2,5.4,306.0,291.0,986.9,68.0,3.1,1018.2,3.1,3.1,3.2,-2.2,0.0,7.1,2022-04-03 02:00:00
2.4925,0.1375,2.545,8.7,7.4425,12.6725,69.7025,4.605,2.9,10.4,5.1,318.0,304.0,986.2,69.0,2.8,1017.5,2.8,2.8,3.2,-2.2,0.0,6.8,2022-04-03 03:00:00
2.4325,0.1325,2.7625,9.8775,6.6875,14.185,69.4975,4.8100000000000005,3.3600000000000003,10.1,4.9,304.0,333.0,986.2,71.0,2.6,1017.6,2.6,2.6,3.0,-2.2,0.0,6.5,2022-04-03 04:00:00
2.525,0.1425,3.7375,12.495,8.33,18.325,65.125,6.4975000000000005,4.2675,10.0,4.6,305.0,334.0,986.3,69.0,2.8,1017.6,2.6,3.0,3.1,-2.2,0.0,6.3,2022-04-03 05:00:00
2.7025,0.16,3.9175,13.1525,8.815,19.2625,59.58,5.915,3.0562500000000004,7.4,2.6,346.0,306.0,987.0,71.0,2.3,1018.4,2.3,2.3,3.0,-2.5,0.0,6.0,2022-04-03 06:00:00
3.525,0.1475,5.215,12.7325,9.43,20.8625,62.855,5.109999999999999,2.68375,8.6,3.5,310.0,340.0,987.1,73.0,2.4,1018.5,1.9,2.4,2.4,-2.0,0.0,5.8,2022-04-03 07:00:00
3.5275,0.1525,5.8425,12.88,11.79,21.9975,72.385,3.9825,2.7175,11.1,6.1,325.0,328.0,987.1,62.0,4.7,1018.3,2.4,4.5,4.5,-2.2,55.0,5.9,2022-04-03 08:00:00
2.865,0.1325,5.1175,12.845,8.8175,20.825,84.4,1.29,2.5825,11.2,6.3,322.0,316.0,987.1,52.0,7.1,1018.1,4.5,6.3,6.3,-2.7,60.0,6.5,2022-04-03 09:00:00
3.4875,0.1425,5.315,13.19,3.6375,21.4775,87.5175,1.005,2.6175,11.3,5.2,340.0,298.0,986.9,36.0,10.1,1017.7,6.3,8.1,8.2,-6.0,60.0,7.5,2022-04-03 10:00:00
3.33,0.14,4.895,11.9825,8.51,19.62,93.2025,1.0,2.8025,10.6,5.2,332.0,305.0,986.1,30.0,12.5,1016.7,8.1,9.9,9.9,-6.7,60.0,9.0,2022-04-03 11:00:00
3.1950000000000003,0.125,4.9975000000000005,11.8975,11.9675,19.692500000000003,95.3775,1.005,2.6875,12.8,6.5,334.0,347.0,985.8,25.0,13.8,1016.3,9.5,10.7,10.7,-8.6,60.0,10.5,2022-04-03 12:00:00
3.2225,0.1175,4.5225,11.4325,12.81,18.485,98.7875,1.16,2.84,13.3,6.3,331.0,356.0,985.4,23.0,15.0,1015.8,10.5,11.3,11.5,-9.0,60.0,11.8,2022-04-03 13:00:00
2.8225,0.1125,4.2825,10.6075,16.2275,17.2925,101.385,2.5675,2.47125,13.2,6.6,330.0,310.0,984.9,22.0,15.5,1015.3,11.1,11.3,11.7,-9.9,60.0,12.8,2022-04-03 14:00:00
2.5875,0.11,5.1,11.9875,20.175,19.9425,99.9175,3.1325,2.61125,12.9,6.4,321.0,288.0,984.5,21.0,15.4,1014.9,11.3,11.4,11.8,-10.3,60.0,13.5,2022-04-03 15:00:00
2.5975,0.1075,5.225,13.4575,18.255,21.615,97.36,3.0925,2.48625,13.2,5.8,323.0,310.0,984.5,22.0,14.9,1014.8,11.2,11.8,11.8,-9.4,60.0,13.7,2022-04-03 16:00:00
2.585,0.1175,4.6725,13.5275,12.675,20.8175,95.365,4.0625,2.40375,13.0,7.1,339.0,311.0,984.8,24.0,12.5,1015.3,10.3,10.3,11.8,-9.4,60.0,13.4,2022-04-03 17:00:00
2.6675,0.1275,4.7675,15.6575,4.1925,23.0975,89.68,6.5875,2.3225,12.2,5.9,319.0,305.0,985.5,29.0,9.9,1016.1,9.0,9.1,10.3,-8.2,60.0,12.7,2022-04-03 18:00:00
3.025,0.14,5.11,18.635,1.0,26.61,80.23750000000001,6.7525,2.3175,10.7,5.2,309.0,311.0,986.4,33.0,7.3,1017.3,7.0,7.0,9.1,-8.2,20.0,11.7,2022-04-03 19:00:00
2.7,0.15,4.4975000000000005,15.6175,1.185,22.637500000000003,80.795,7.932499999999999,2.40375,11.9,5.8,312.0,310.0,987.2,45.0,6.1,1018.2,5.8,5.8,7.0,-5.4,0.0,10.7,2022-04-03 20:00:00
2.66,0.145,6.325,12.9425,3.9075,22.8125,80.1825,9.95,2.53875,11.9,6.2,310.0,304.0,988.0,51.0,5.2,1019.2,5.0,5.0,5.8,-4.5,0.0,9.9,2022-04-03 21:00:00
2.5925,0.1275,3.2825,10.2425,5.3525,15.36,83.15,9.06,2.6825,12.5,5.3,311.0,313.0,988.3,51.0,4.8,1019.5,4.7,4.7,5.0,-4.5,0.0,9.2,2022-04-03 22:00:00
2.6325000000000003,0.13,2.74,10.355,6.182499999999999,14.6325,81.745,7.0275,2.72375,10.8,4.7,313.0,306.0,988.5,52.0,4.3,1019.8,4.3,4.3,4.7,-4.8,0.0,8.6,2022-04-03 23:00:00
2.5825,0.12,2.6575,9.9425,6.7425,14.085,78.8425,6.3675,2.93375,9.2,4.2,311.0,318.0,988.7,53.0,3.9,1020.0,3.9,3.9,4.3,-4.8,0.0,8.1,2022-04-04 00:00:00
2.5825,0.12,2.4125,10.205,7.7225,13.965,75.2975,7.4475,2.77625,7.9,3.2,315.0,294.0,988.9,55.0,3.4,1020.3,3.3,3.3,3.9,-4.8,0.0,7.7,2022-04-04 01:00:00
2.4575,0.1275,3.4425,11.1825,8.2425,16.5575,70.905,9.015,2.79125,7.2,2.6,315.0,351.0,988.6,58.0,2.8,1020.1,2.6,2.6,3.3,-4.8,0.0,7.3,2022-04-04 02:00:00
2.485,0.1425,4.0,14.995,9.4175,21.235,63.96,9.7,2.63875,6.4,3.5,309.0,341.0,988.4,59.0,2.3,1019.9,2.2,2.2,2.6,-5.1,0.0,6.8,2022-04-04 03:00:00
2.66,0.165,7.0575,21.4025,9.7875,32.415,54.1025,8.2325,2.4375,6.8,3.5,310.0,300.0,988.2,61.0,1.9,1019.7,1.8,1.8,2.2,-5.1,0.0,6.5,2022-04-04 04:00:00
3.2075,0.22,15.6575,35.230000000000004,12.07,59.655,37.2475,10.14,2.84125,6.9,3.0,312.0,332.0,988.2,63.0,1.6,1019.8,1.3,1.5,1.8,-4.8,0.0,6.1,2022-04-04 05:00:00
3.94,0.245,22.255,40.8375,13.945,75.555,32.27,10.7575,2.465,7.1,4.1,298.0,295.0,988.5,63.0,1.4,1020.1,1.2,1.2,1.5,-5.1,0.0,5.8,2022-04-04 06:00:00
5.4875,0.215,18.8475,32.0825,19.36,61.4825,42.4775,11.2875,2.42625,8.1,4.1,305.0,296.0,988.9,62.0,2.0,1020.5,1.1,1.7,1.7,-4.8,0.0,5.6,2022-04-04 07:00:00
4.0425,0.18,10.5425,23.605,24.41,40.055,53.3275,12.245,2.71875,4.6,0.9,268.0,352.0,996.0,55.0,4.1,1027.2,6.4,6.4,8.7,-2.0,2.0,5.6,2022-04-04 08:00:00
3.9525,0.17,8.955,18.925,27.5625,32.89,65.85249999999999,11.3175,2.69,8.3,3.7,307.0,268.0,989.1,47.0,9.5,1020.0,5.5,7.3,7.4,-3.3,60.0,7.5,2022-04-04 09:00:00
3.5775,0.17,9.39,19.875,27.8825,34.5225,71.4725,7.24,2.5700000000000003,8.4,3.1,309.0,303.0,988.3,42.0,12.3,1019.0,7.2,9.0,9.2,-3.3,60.0,9.1,2022-04-04 10:00:00
3.6825,0.1725,8.7875,18.9775,29.4175,32.685,77.53,5.325,2.78,6.8,2.5,300.0,278.0,987.4,34.0,14.9,1017.9,9.0,11.1,11.1,-4.2,60.0,10.8,2022-04-04 11:00:00
3.175,0.165,8.855,17.4025,30.415,31.2175,82.9825,4.18,2.9025,6.7,2.8,290.0,307.0,986.7,28.0,17.1,1017.0,11.0,12.5,12.8,-5.4,60.0,12.5,2022-04-04 12:00:00
3.3075,0.16,8.065,17.4225,29.6025,30.0025,88.05,3.31,2.81,7.0,2.3,262.0,293.0,985.9,25.0,18.5,1016.1,12.2,13.5,13.7,-6.0,60.0,13.9,2022-04-04 13:00:00
3.2075,0.1375,7.5575,18.015,31.18,29.8025,92.56,3.9825,3.0700000000000003,7.5,1.5,293.0,311.0,985.2,22.0,18.3,1015.3,13.1,14.0,14.1,-7.5,60.0,14.8,2022-04-04 14:00:00
3.315,0.14,8.94,20.8075,32.275,34.7525,91.2325,4.7725,2.875,7.1,3.1,324.0,310.0,985.1,24.0,16.9,1015.3,13.0,13.3,14.0,-6.7,60.0,15.1,2022-04-04 15:00:00
3.5475,0.165,10.3525,24.8875,28.5675,41.0375,87.9,6.55,2.86625,6.9,3.5,316.0,349.0,985.1,25.0,15.0,1015.3,12.8,12.9,13.7,-6.7,60.0,14.8,2022-04-04 16:00:00
3.175,0.17,10.3425,25.1875,21.0975,41.32,82.6925,7.515000000000001,2.85625,8.5,4.3,318.0,307.0,985.4,28.0,12.1,1015.8,11.6,11.6,13.1,-6.4,60.0,14.0,2022-04-04 17:00:00
3.8075,0.2025,9.915,29.345,11.49,44.815,70.715,6.8425,2.86125,8.4,4.5,318.0,311.0,986.0,37.0,9.6,1016.6,9.7,9.7,11.6,-4.5,6.0,12.9,2022-04-04 18:00:00
3.6525,0.205,6.5075,25.825,5.9,35.980000000000004,65.105,7.3925,2.91125,8.0,4.5,308.0,331.0,987.0,46.0,8.2,1017.8,8.1,8.1,9.7,-2.7,0.0,11.9,2022-04-04 19:00:00
3.1325,0.18,4.7525,20.2675,8.34,27.6775,65.83,10.565,2.85,10.0,5.1,307.0,295.0,987.4,51.0,6.9,1018.4,6.6,6.6,8.0,-2.7,0.0,11.0,2022-04-04 20:00:00
2.94,0.1575,4.49,15.1575,11.4375,22.16,68.995,11.8,2.4475,9.7,4.4,312.0,300.0,987.5,53.0,6.0,1018.6,5.7,5.7,6.6,-3.0,0.0,10.3,2022-04-04 21:00:00
2.735,0.1675,4.29,15.1275,11.035,21.8225,70.85,12.845,3.10375,8.3,4.3,309.0,307.0,988.0,56.0,5.3,1019.2,5.0,5.0,5.7,-3.0,0.0,9.6,2022-04-04 22:00:00
2.755,0.14,2.9075,11.13,9.8275,15.6625,75.1,12.9125,3.1425,9.5,4.5,308.0,302.0,988.1,57.0,4.8,1019.3,4.5,4.5,5.0,-3.3,0.0,9.1,2022-04-04 23:00:00
2.665,0.1425,2.7375,10.655,8.8775,14.9225,75.7475,11.8625,2.93625,7.7,3.2,294.0,311.0,988.3,58.0,4.3,1019.6,4.1,4.1,4.6,-3.6,0.0,8.6,2022-04-05 00:00:00
2.7575000000000003,0.1375,2.6475,10.2775,9.365,14.405,76.175,11.8475,2.855,7.9,3.4,311.0,282.0,987.8,60.0,3.9,1019.1,3.7,3.7,4.1,-3.3,0.0,8.1,2022-04-05 01:00:00
2.7825,0.15,2.5525,11.23,11.58,15.21,73.09,11.755,2.75375,6.9,3.4,307.0,296.0,987.4,62.0,3.4,1018.8,3.1,3.1,3.7,-3.6,0.0,7.7,2022-04-05 02:00:00
2.615,0.1525,4.5225,18.4,12.7325,25.45,62.1125,11.1325,2.8675,8.0,2.4,307.0,342.0,987.0,65.0,2.9,1018.4,2.5,2.5,3.1,-3.3,0.0,7.3,2022-04-05 03:00:00
2.7625,0.18,6.592499999999999,27.8025,15.075,38.0875,47.425,11.8675,3.61125,6.6,3.2,303.0,313.0,986.9,65.0,2.6,1018.3,2.3,2.5,2.5,-3.3,0.0,6.9,2022-04-05 04:00:00
3.0725,0.22,12.7775,39.44,17.775,59.3725,35.625,12.14,3.08125,6.7,2.8,297.0,346.0,987.5,65.0,2.6,1019.0,2.3,2.3,2.5,-3.6,0.0,6.6,2022-04-05 05:00:00
3.93,0.2975,34.895,51.6725,21.1025,106.1075,20.66,12.75,3.325,7.5,3.8,308.0,303.0,987.6,61.0,3.5,1018.9,2.3,3.6,3.6,-3.3,8.0,6.4,2022-04-05 06:00:00
3.77,0.2375,20.5575,37.135000000000005,31.845,69.205,35.542500000000004,13.185,3.24125,8.0,4.6,309.0,300.0,987.9,55.0,5.7,1019.1,3.6,5.0,5.1,-3.3,60.0,6.6,2022-04-05 07:00:00
4.14,0.19,10.5275,22.2725,37.9975,38.7,62.8125,11.28,3.13125,8.9,4.9,312.0,306.0,987.7,51.0,8.6,1018.6,5.0,7.0,7.0,-2.5,60.0,7.3,2022-04-05 08:00:00
3.53,0.17,9.08,20.1325,37.9825,34.2975,73.35,9.225,3.09625,8.0,3.3,306.0,311.0,987.3,43.0,11.4,1018.0,7.0,9.2,9.2,-2.7,60.0,8.4,2022-04-05 09:00:00
3.345,0.175,12.0425,19.935,34.3975,38.72,77.3025,8.7775,3.2925,6.0,2.6,309.0,301.0,986.8,39.0,12.6,1017.3,9.1,10.3,10.3,-3.0,60.0,9.9,2022-04-05 10:00:00
3.67,0.185,8.7425,21.6875,33.265,35.3225,81.5125,8.100000000000001,3.405,5.1,2.5,281.0,271.0,985.9,32.0,16.1,1016.2,10.4,12.6,13.1,-3.6,60.0,11.3,2022-04-05 11:00:00
3.78,0.2075,8.195,19.96,32.7725,32.745,92.3,8.7625,3.26875,4.7,1.1,242.0,285.0,985.0,28.0,19.5,1015.0,12.5,14.7,14.8,-3.6,60.0,12.9,2022-04-05 12:00:00
3.61,0.2125,9.3475,24.4675,34.7075,39.05,93.66,9.745,3.25875,4.4,1.2,148.0,235.0,983.9,24.0,20.3,1013.7,14.6,16.3,16.3,-4.5,60.0,14.5,2022-04-05 13:00:00
3.36,0.16,9.5725,21.9475,38.5575,36.8825,99.6725,10.7275,3.51625,5.0,1.9,357.0,324.0,983.1,23.0,19.7,1012.9,14.5,15.8,16.4,-5.4,60.0,15.4,2022-04-05 14:00:00
3.6125,0.155,7.945,24.04,37.5475,36.432500000000005,99.1725,10.21,3.0575,3.5,1.2,31.0,311.0,982.4,21.0,17.9,1012.2,15.7,15.7,16.6,-6.7,60.0,16.0,2022-04-05 15:00:00
3.075,0.17,9.2525,28.7075,30.5775,43.14,93.48,9.79,3.11625,3.8,1.2,311.0,336.0,982.0,18.0,17.1,1011.8,15.2,15.6,16.1,-8.6,60.0,15.6,2022-04-05 16:00:00
3.1,0.1975,10.5925,37.8825,22.515,54.41,82.8375,9.3025,2.8275,1.9,0.8,294.0,305.0,981.9,20.0,15.0,1011.8,15.1,15.2,15.6,-7.8,43.0,14.9,2022-04-05 17:00:00
3.205,0.2375,10.0875,47.9725,16.825,63.7075,67.6575,8.465,2.65875,2.4,1.0,196.0,338.0,982.2,31.0,11.0,1012.4,12.3,12.3,15.3,-4.5,2.0,14.0,2022-04-05 18:00:00
3.3725,0.3675,28.42,77.4,13.9475,121.7375,29.355,8.765,2.71125,3.0,2.0,150.0,147.0,982.7,32.0,9.9,1013.1,10.8,10.8,12.3,-5.4,0.0,12.9,2022-04-05 19:00:00
3.7525,0.3975,10.8075,78.7425,18.34,95.61,19.805,10.4625,19.85125,4.4,1.9,148.0,210.0,982.8,38.0,9.0,1013.3,9.1,9.1,10.8,-4.5,0.0,12.1,2022-04-05 20:00:00
4.4175,0.195,3.7075,41.2725,20.3375,47.0525,48.5875,16.2025,16.083750000000002,4.0,0.6,310.0,163.0,982.9,39.0,8.4,1013.4,9.0,9.1,9.4,-4.2,0.0,11.4,2022-04-05 21:00:00
2.8625,0.185,6.35,32.0625,18.975,41.965,50.66,20.3675,12.35875,5.0,2.2,298.0,289.0,982.9,44.0,8.6,1013.4,9.0,9.6,9.6,-2.0,0.0,10.8,2022-04-05 22:00:00
3.075,0.1425,3.2325,16.5275,17.1025,21.575,64.73,19.075,3.045,6.3,2.9,303.0,308.0,982.9,50.0,8.4,1013.5,8.9,8.9,9.7,-1.0,0.0,10.4,2022-04-05 23:00:00
2.8725,0.155,2.635,12.0825,14.345,16.195,74.2675,16.0375,2.9850000000000003,8.2,3.2,311.0,309.0,982.5,54.0,8.0,1013.1,8.2,8.2,8.9,-0.5,0.0,10.0,2022-04-06 00:00:00
2.85,0.1775,3.775,11.9825,13.56,17.872500000000002,74.8775,13.42,2.94,6.4,2.2,320.0,304.0,982.1,58.0,7.4,1012.8,7.3,7.4,8.2,-0.3,0.0,9.7,2022-04-06 01:00:00
2.7725,0.1825,2.74,13.635,18.3075,17.91,71.92750000000001,12.0425,2.74875,9.9,3.5,311.0,310.0,981.6,59.0,7.1,1012.3,7.1,7.1,7.7,-0.5,0.0,9.5,2022-04-06 02:00:00
2.875,0.1875,3.895,14.305,19.93,20.3775,70.0675,12.2175,2.84625,8.0,3.5,311.0,285.0,981.5,61.0,6.7,1012.2,6.9,6.9,7.1,0.0,0.0,9.2,2022-04-06 03:00:00
3.05,0.19,4.5975,17.2225,20.2025,24.3975,64.6875,11.6675,3.14375,7.4,3.9,306.0,297.0,981.6,62.0,6.5,1012.4,6.6,6.6,6.9,-0.3,0.0,8.9,2022-04-06 04:00:00
3.2075,0.2175,7.805,24.8925,19.215,37.07,54.835,11.6,3.0475,8.0,3.1,300.0,310.0,982.0,62.0,6.0,1012.8,6.3,6.3,6.6,-0.5,0.0,8.6,2022-04-06 05:00:00
3.6275,0.255,13.64,34.9725,19.262500000000003,56.25,45.58,10.6925,2.94875,5.9,2.9,312.0,295.0,982.3,57.0,6.8,1013.0,6.3,7.6,7.6,-0.5,9.0,8.4,2022-04-06 06:00:00
3.5275,0.255,18.0525,36.68,23.4775,64.8425,42.9775,11.2075,3.01,10.7,5.8,322.0,304.0,982.6,51.0,9.3,1013.1,7.6,9.3,9.3,-0.3,60.0,8.5,2022-04-06 07:00:00
3.2875,0.205,9.435,21.6,26.1375,36.3125,70.4225,10.8475,2.9375,10.7,5.2,318.0,304.0,983.3,50.0,11.5,1013.7,9.3,10.4,10.5,0.4,60.0,9.2,2022-04-06 08:00:00
3.045,0.205,8.0525,19.315,27.705,31.880000000000003,75.59,7.27,2.67,11.0,5.7,330.0,283.0,983.4,45.0,13.9,1013.6,10.4,11.8,12.1,0.2,60.0,10.3,2022-04-06 09:00:00
3.0,0.2125,7.115,17.415,27.185,28.5125,81.6575,15.25,2.40875,11.1,4.2,314.0,288.0,982.9,39.0,16.4,1012.9,11.7,13.9,13.9,0.2,60.0,11.8,2022-04-06 10:00:00
2.7925,0.2025,7.4725,17.2725,28.7775,28.93,86.45,18.6825,2.2825,9.8,4.8,308.0,332.0,982.2,36.0,18.8,1012.0,13.9,15.7,15.7,0.6,60.0,13.4,2022-04-06 11:00:00
3.71,0.1925,7.9425,15.5225,25.3125,27.9075,85.2175,13.8375,2.21875,11.9,5.3,318.0,333.0,981.5,33.0,20.4,1011.1,15.7,17.2,17.3,0.9,60.0,14.7,2022-04-06 12:00:00
3.35,0.195,7.859999999999999,15.9225,24.6775,28.1825,83.55250000000001,7.81,2.55875,14.3,7.2,324.0,298.0,980.8,36.0,21.1,1010.3,16.9,17.8,17.9,2.5,60.0,15.9,2022-04-06 13:00:00
3.045,0.195,8.37,16.2275,26.995,29.2875,81.6325,4.8775,2.40875,12.6,6.3,323.0,329.0,980.5,33.0,21.9,1009.9,17.7,18.9,19.0,2.3,60.0,16.6,2022-04-06 14:00:00
2.9475,0.1825,9.4925,16.555,32.78,31.3625,75.265,5.1850000000000005,2.9075,13.3,7.3,333.0,323.0,980.7,35.0,21.2,1010.1,18.8,19.4,19.5,3.6,60.0,16.9,2022-04-06 15:00:00
2.6375,0.175,7.295,15.0575,28.59,26.4375,75.3375,4.3825,2.985,15.2,6.7,330.0,324.0,981.4,36.0,19.7,1010.9,18.6,18.6,19.5,3.2,60.0,16.7,2022-04-06 16:00:00
2.7025,0.1825,8.2675,16.5075,19.6975,29.4075,66.9075,3.9675,2.4725,12.4,5.8,330.0,348.0,982.1,37.0,17.1,1011.7,17.5,17.5,18.7,2.7,60.0,16.1,2022-04-06 17:00:00
2.5575,0.17,7.175,17.04,13.5025,28.2325,62.3525,3.8575,2.69875,11.0,3.5,314.0,326.0,983.1,45.0,14.6,1012.9,15.5,15.5,17.5,3.6,9.0,15.3,2022-04-06 18:00:00
2.7725,0.2075,9.3,24.385,5.9675,38.8925,49.6325,2.7325,2.865,9.8,5.0,308.0,319.0,984.5,50.0,13.4,1014.5,14.1,14.1,15.5,3.8,0.0,14.4,2022-04-06 19:00:00
2.8200000000000003,0.2025,6.665,17.09,4.6425,27.4875,53.11,3.8425,2.7875,10.5,4.5,316.0,310.0,985.4,53.0,12.4,1015.5,13.1,13.1,14.1,3.8,0.0,13.7,2022-04-06 20:00:00
2.8975,0.19,4.9175,14.265,7.487500000000001,21.9375,55.5575,4.355,2.57125,9.1,3.4,304.0,307.0,986.1,56.0,11.7,1016.3,12.4,12.5,13.1,3.9,0.0,13.0,2022-04-06 21:00:00
2.775,0.1725,4.28,12.15,7.765000000000001,18.8275,59.16,3.4525,2.62375,6.3,1.9,280.0,314.0,986.4,57.0,10.9,1016.7,12.0,12.0,12.5,3.8,0.0,12.5,2022-04-06 22:00:00
2.52,0.1699999999999999,2.88,14.62,10.89,19.1125,54.21,4.4375,3.17375,4.3,2.3,324.0,322.0,986.5,60.0,10.2,1016.9,11.2,11.2,12.0,3.8,0.0,12.0,2022-04-06 23:00:00
2.5525,0.1725,2.7125,12.6225,10.475,16.8575,55.5425,5.8575,2.94,3.6,0.5,216.0,342.0,986.3,65.0,8.9,1016.8,10.1,10.1,11.2,3.8,0.0,11.5,2022-04-07 00:00:00
